date,store_id,store_city,product_id,product_name,category,units_demanded,units_sold,lost_sales_units,returns_units,stock_on_hand_end,purchase_order_qty,received_qty,unit_price_eur,supplier_unit_cost_eur,revenue_eur,promotion_flag,discount_pct,campaign_flag,holiday_flag,holiday_name,is_weekend,day_of_week,temperature_c,rainfall_mm,competitor_price_eur,lead_time_days,actual_delivery_delay_days,ordering_cost_eur,holding_cost_per_unit_year_eur,service_level_target,price_change_flag,anomaly_flag,anomaly_type
2025-03-27,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,29,29,0,1,376,0,0,1.92,1.00,55.68,0,0,0,0,,0,Thursday,13.9,3.0,2.08,5,0,20.00,0.20,0.97,0,0,
2025-03-28,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,34,34,0,0,342,0,0,1.92,1.00,65.28,0,0,0,0,,0,Friday,12.0,0.0,1.85,5,0,20.00,0.20,0.97,0,0,
2025-03-29,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,33,33,0,0,309,0,0,1.93,1.00,63.69,0,0,0,0,,1,Saturday,11.8,0.0,1.97,5,0,20.00,0.20,0.97,0,0,
2025-03-30,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,39,39,0,0,270,270,0,1.91,1.00,74.49,0,0,0,0,,1,Sunday,11.0,0.0,1.87,5,1,20.00,0.20,0.97,0,0,
2025-03-31,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,29,29,0,0,241,50,0,1.92,1.00,55.68,0,0,0,0,,0,Monday,12.5,10.6,1.99,5,1,20.00,0.20,0.97,0,0,
2025-04-01,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,30,30,0,0,211,40,0,1.92,1.00,57.60,0,0,0,0,,0,Tuesday,15.7,0.0,1.85,5,0,20.00,0.20,0.97,0,0,
2025-04-02,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,27,27,0,0,184,30,0,1.92,1.00,51.84,0,0,0,0,,0,Wednesday,13.9,0.0,1.95,5,0,20.00,0.20,0.97,0,0,
2025-04-03,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,28,28,0,0,156,30,0,1.91,1.00,53.48,0,0,0,0,,0,Thursday,11.9,2.9,1.83,5,1,20.00,0.20,0.97,0,0,
2025-04-04,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,33,33,0,0,123,30,0,1.93,1.00,63.69,0,0,0,0,,0,Friday,14.6,4.0,1.89,5,1,20.00,0.20,0.97,0,0,
2025-04-05,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,48,48,0,0,345,0,270,1.74,1.00,83.52,1,10,0,0,,1,Saturday,17.2,0.0,1.89,5,0,20.00,0.20,0.97,0,0,
2025-04-06,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,37,37,0,0,398,0,90,1.92,1.00,71.04,0,0,0,0,,1,Sunday,14.2,0.0,1.86,5,0,20.00,0.20,0.97,0,0,
2025-04-07,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,37,37,0,0,391,0,30,1.64,1.00,60.68,1,15,0,0,,0,Monday,15.9,0.0,2.04,5,0,20.00,0.20,0.97,0,0,
2025-04-08,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,27,27,0,0,364,0,0,1.92,1.00,51.84,0,0,0,0,,0,Tuesday,14.5,0.0,1.89,5,0,20.00,0.20,0.97,0,0,
2025-04-09,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,22,22,0,0,372,0,30,1.91,1.00,42.02,0,0,0,0,,0,Wednesday,17.0,0.0,2.04,5,0,20.00,0.20,0.97,0,0,
2025-04-10,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,28,28,0,0,374,0,30,1.90,1.00,53.20,0,0,0,0,,0,Thursday,11.2,0.0,1.88,5,0,20.00,0.20,0.97,0,0,
2025-04-11,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,28,28,0,0,346,0,0,1.92,1.00,53.76,0,0,0,0,,0,Friday,17.5,0.0,1.80,5,0,20.00,0.20,0.97,0,0,
2025-04-12,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,33,33,0,0,313,0,0,1.93,1.00,63.69,0,0,0,0,,1,Saturday,17.2,0.0,1.83,5,0,20.00,0.20,0.97,0,0,
2025-04-13,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,32,32,0,1,282,250,0,1.93,1.00,61.76,0,0,0,0,,1,Sunday,8.0,3.3,1.93,5,0,20.00,0.20,0.97,0,0,
2025-04-14,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,28,28,0,0,254,70,0,1.94,1.00,54.32,0,0,0,0,,0,Monday,15.0,0.0,1.99,5,2,20.00,0.20,0.97,0,0,
2025-04-15,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,26,26,0,0,228,20,0,1.93,1.00,50.18,0,0,0,0,,0,Tuesday,16.6,0.0,1.90,5,2,20.00,0.20,0.97,0,0,
2025-04-16,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,30,30,0,0,198,30,0,1.92,1.00,57.60,0,0,0,0,,0,Wednesday,21.5,0.0,1.87,5,0,20.00,0.20,0.97,0,0,
2025-04-17,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,23,23,0,0,175,30,0,1.92,1.00,44.16,0,0,0,0,,0,Thursday,18.2,0.0,1.92,5,0,20.00,0.20,0.97,0,0,
2025-04-18,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,36,36,0,0,389,0,250,1.92,1.00,69.12,0,0,0,0,,0,Friday,18.5,0.0,1.86,5,0,20.00,0.20,0.97,0,0,
2025-04-19,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,34,34,0,0,355,0,0,1.93,1.00,65.62,0,0,0,0,,1,Saturday,15.0,0.0,1.95,5,0,20.00,0.20,0.97,0,0,
2025-04-20,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,37,37,0,0,318,0,0,1.94,1.00,71.78,0,0,0,0,,1,Sunday,13.9,0.0,1.97,5,0,20.00,0.20,0.97,0,0,
2025-04-21,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,28,28,0,0,390,0,100,1.94,1.00,54.32,0,0,0,0,,0,Monday,18.9,0.0,2.03,5,0,20.00,0.20,0.97,0,0,
2025-04-22,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,30,30,0,0,410,0,50,1.90,1.00,57.00,0,0,0,0,,0,Tuesday,18.9,0.0,2.03,5,0,20.00,0.20,0.97,0,0,
2025-04-23,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,30,30,0,0,380,0,0,1.92,1.00,57.60,0,0,0,0,,0,Wednesday,18.9,0.0,2.00,5,0,20.00,0.20,0.97,0,0,
2025-04-24,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,27,27,0,0,353,0,0,1.92,1.00,51.84,0,0,0,0,,0,Thursday,20.7,0.0,1.94,5,0,20.00,0.20,0.97,0,0,
2025-04-25,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,34,34,0,0,319,0,0,1.95,1.00,66.30,0,0,0,0,,0,Friday,15.9,0.0,1.83,5,0,20.00,0.20,0.97,0,0,
2025-04-26,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,37,37,0,0,282,250,0,1.92,1.00,71.04,0,0,0,0,,1,Saturday,20.3,7.9,1.98,5,0,20.00,0.20,0.97,0,0,
2025-04-27,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,30,30,0,0,252,70,0,1.94,1.00,58.20,0,0,0,0,,1,Sunday,19.1,0.0,1.87,5,0,20.00,0.20,0.97,0,0,
2025-04-28,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,25,25,0,0,227,30,0,1.94,1.00,48.50,0,0,0,0,,0,Monday,21.1,0.0,2.09,5,0,20.00,0.20,0.97,0,0,
2025-04-29,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,28,28,0,0,199,20,0,1.92,1.00,53.76,0,0,0,0,,0,Tuesday,19.3,0.0,2.04,5,1,20.00,0.20,0.97,0,0,
2025-04-30,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,31,31,0,0,168,30,0,1.92,1.00,59.52,0,0,0,0,,0,Wednesday,18.5,0.0,1.91,5,1,20.00,0.20,0.97,0,0,
2025-05-01,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,35,35,0,1,384,0,250,1.93,1.00,67.55,0,0,0,1,Praznik rada,0,Thursday,17.7,0.0,1.85,5,0,20.00,0.20,0.97,0,0,
2025-05-02,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,22,22,0,0,432,0,70,1.92,1.00,42.24,0,0,0,0,,0,Friday,18.1,0.0,1.81,5,0,20.00,0.20,0.97,0,0,
2025-05-03,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,34,34,0,0,428,0,30,1.91,1.00,64.94,0,0,0,0,,1,Saturday,17.2,0.0,1.86,5,0,20.00,0.20,0.97,0,0,
2025-05-04,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,36,36,0,0,392,0,0,1.92,1.00,69.12,0,0,0,0,,1,Sunday,22.0,0.0,2.09,5,0,20.00,0.20,0.97,0,0,
2025-05-05,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,23,23,0,0,389,0,20,1.93,1.00,44.39,0,0,0,0,,0,Monday,16.8,0.0,1.94,5,0,20.00,0.20,0.97,0,0,
2025-05-06,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,29,29,0,0,390,0,30,1.93,1.00,55.97,0,0,0,0,,0,Tuesday,19.0,0.0,1.99,5,0,20.00,0.20,0.97,0,0,
2025-05-07,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,40,40,0,0,350,0,0,1.52,1.00,60.80,1,20,0,0,,0,Wednesday,21.9,0.0,2.01,5,0,20.00,0.20,0.97,0,0,
2025-05-08,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,29,29,0,0,321,0,0,1.94,1.00,56.26,0,0,0,0,,0,Thursday,22.1,0.0,1.90,5,0,20.00,0.20,0.97,0,0,
2025-05-09,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,31,31,0,0,290,230,0,1.93,1.00,59.83,0,0,0,0,,0,Friday,18.5,3.2,1.93,5,1,20.00,0.20,0.97,0,0,
2025-05-10,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,29,29,0,0,261,90,0,1.95,1.00,56.55,0,0,0,0,,1,Saturday,19.1,0.0,1.87,5,0,20.00,0.20,0.97,0,0,
2025-05-11,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,31,31,0,0,230,20,0,1.93,1.00,59.83,0,0,0,0,,1,Sunday,18.4,0.0,2.07,5,1,20.00,0.20,0.97,0,0,
2025-05-12,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,28,28,0,0,202,30,0,1.93,1.00,54.04,0,0,0,0,,0,Monday,20.6,0.0,1.80,5,0,20.00,0.20,0.97,0,0,
2025-05-13,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,28,28,0,0,174,30,0,1.93,1.00,54.04,0,0,0,0,,0,Tuesday,21.8,0.0,1.86,5,0,20.00,0.20,0.97,0,0,
2025-05-14,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,29,29,0,0,145,30,0,1.95,1.00,56.55,0,0,0,0,,0,Wednesday,20.7,0.0,1.89,5,1,20.00,0.20,0.97,0,0,
2025-05-15,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,30,30,0,0,435,0,320,1.92,1.00,57.60,0,0,0,0,,0,Thursday,23.5,0.0,1.94,5,0,20.00,0.20,0.97,0,0,
2025-05-16,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,42,42,0,1,394,0,0,1.91,1.00,80.22,0,0,1,0,,0,Friday,22.4,19.4,1.82,5,0,20.00,0.20,0.97,0,0,
2025-05-17,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,38,38,0,0,406,0,50,1.92,1.00,72.96,0,0,0,0,,1,Saturday,24.1,0.0,1.92,5,0,20.00,0.20,0.97,0,0,
2025-05-18,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,33,33,0,0,403,0,30,1.92,1.00,63.36,0,0,0,0,,1,Sunday,18.9,0.0,1.84,5,0,20.00,0.20,0.97,0,0,
2025-05-19,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,32,32,0,0,371,0,0,1.93,1.00,61.76,0,0,1,0,,0,Monday,24.4,0.0,2.08,5,0,20.00,0.20,0.97,0,0,
2025-05-20,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,24,24,0,0,377,0,30,1.91,1.00,45.84,0,0,0,0,,0,Tuesday,23.0,0.0,1.85,5,0,20.00,0.20,0.97,0,0,
2025-05-21,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,36,36,0,0,341,0,0,1.97,1.00,70.92,0,0,0,1,Dan nezavisnosti,0,Wednesday,21.8,0.0,1.96,5,0,20.00,0.20,0.97,0,0,
2025-05-22,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,38,38,0,0,303,210,0,1.93,1.00,73.34,0,0,0,1,Dan nezavisnosti,0,Thursday,26.4,0.0,1.92,5,2,20.00,0.20,0.97,0,0,
2025-05-23,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,42,42,0,1,262,100,0,1.76,1.00,73.92,1,10,0,0,,0,Friday,25.2,0.0,1.95,5,7,20.00,0.20,0.97,0,0,
2025-05-24,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,36,36,0,0,226,30,0,1.93,1.00,69.48,0,0,0,0,,1,Saturday,23.4,10.6,1.88,5,0,20.00,0.20,0.97,0,0,
2025-05-25,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,38,38,0,0,188,40,0,1.92,1.00,72.96,0,0,0,0,,1,Sunday,21.6,3.2,1.81,5,2,20.00,0.20,0.97,0,0,
2025-05-26,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,27,27,0,0,161,30,0,1.92,1.00,51.84,0,0,0,0,,0,Monday,22.0,0.0,1.87,5,0,20.00,0.20,0.97,0,0,
2025-05-27,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,26,26,0,0,135,30,0,1.94,1.00,50.44,0,0,0,0,,0,Tuesday,25.1,0.0,1.93,5,1,20.00,0.20,0.97,0,0,
2025-05-28,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,28,28,0,0,107,20,0,1.91,1.00,53.48,0,0,1,0,,0,Wednesday,27.4,0.0,2.04,5,1,20.00,0.20,0.97,0,0,
2025-05-29,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,34,34,0,0,313,0,240,1.92,1.00,65.28,0,0,0,0,,0,Thursday,25.7,0.0,1.80,5,0,20.00,0.20,0.97,0,0,
2025-05-30,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,33,33,0,0,280,60,0,1.93,1.00,63.69,0,0,0,0,,0,Friday,25.0,0.0,2.06,5,0,20.00,0.20,0.97,0,0,
2025-05-31,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,35,35,0,0,275,50,30,1.93,1.00,67.55,0,0,0,0,,1,Saturday,24.7,0.0,1.88,5,1,20.00,0.20,0.97,0,0,
2025-06-01,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,33,33,0,0,282,30,40,1.93,1.00,63.69,0,0,0,0,,1,Sunday,24.7,0.0,2.06,5,0,20.00,0.20,0.97,0,0,
2025-06-02,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,28,28,0,0,284,30,30,1.94,1.00,54.32,0,0,0,0,,0,Monday,27.9,0.0,1.88,5,2,20.00,0.20,0.97,0,0,
2025-06-03,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,28,28,0,0,276,30,20,1.94,1.00,54.32,0,0,0,0,,0,Tuesday,20.8,0.0,1.91,5,0,20.00,0.20,0.97,0,0,
2025-06-04,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,29,29,0,0,407,0,160,1.94,1.00,56.26,0,0,0,0,,0,Wednesday,26.5,0.0,1.83,5,0,20.00,0.20,0.97,0,0,
2025-06-05,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,26,26,0,1,382,0,0,1.93,1.00,50.18,0,0,0,0,,0,Thursday,28.6,0.0,1.87,5,0,20.00,0.20,0.97,0,0,
2025-06-06,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,32,32,0,0,430,0,80,1.95,1.00,62.40,0,0,0,0,,0,Friday,27.1,10.9,2.03,5,0,20.00,0.20,0.97,0,0,
2025-06-07,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,40,40,0,0,390,0,0,1.92,1.00,76.80,0,0,0,0,,1,Saturday,23.5,16.0,1.83,5,0,20.00,0.20,0.97,0,0,
2025-06-08,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,28,28,0,0,392,0,30,1.93,1.00,54.04,0,0,0,0,,1,Sunday,26.1,6.8,2.01,5,0,20.00,0.20,0.97,0,0,
2025-06-09,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,27,27,0,0,395,0,30,1.94,1.00,52.38,0,0,0,0,,0,Monday,25.3,0.0,1.97,5,0,20.00,0.20,0.97,0,0,
2025-06-10,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,27,27,0,0,368,0,0,1.93,1.00,52.11,0,0,0,0,,0,Tuesday,30.8,0.0,2.09,5,0,20.00,0.20,0.97,0,0,
2025-06-11,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,27,27,0,0,341,0,0,1.91,1.00,51.57,0,0,0,0,,0,Wednesday,21.4,0.0,1.88,5,0,20.00,0.20,0.97,0,0,
2025-06-12,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,29,29,0,0,312,0,0,1.92,1.00,55.68,0,0,0,0,,0,Thursday,22.7,0.0,2.00,5,0,20.00,0.20,0.97,0,0,
2025-06-13,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,30,30,0,0,282,260,0,2.04,1.00,61.20,0,0,0,0,,0,Friday,26.0,3.7,2.07,5,1,20.00,0.20,0.97,1,0,
2025-06-14,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,34,34,0,0,248,70,0,1.93,1.00,65.62,0,0,0,0,,1,Saturday,26.6,1.2,1.84,5,0,20.00,0.20,0.97,0,0,
2025-06-15,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,33,33,0,0,215,30,0,1.93,1.00,63.69,0,0,0,0,,1,Sunday,30.1,13.4,2.05,5,1,20.00,0.20,0.97,0,0,
2025-06-16,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,34,34,0,1,182,30,0,1.94,1.00,65.96,0,0,1,0,,0,Monday,26.0,0.0,1.97,5,1,20.00,0.20,0.97,0,0,
2025-06-17,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,28,28,0,0,154,30,0,1.93,1.00,54.04,0,0,0,0,,0,Tuesday,25.8,12.0,1.86,5,0,20.00,0.20,0.97,0,0,
2025-06-18,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,25,25,0,0,129,20,0,1.93,1.00,48.25,0,0,0,0,,0,Wednesday,27.6,0.0,2.03,5,1,20.00,0.20,0.97,0,0,
2025-06-19,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,29,29,0,0,430,0,330,1.92,1.00,55.68,0,0,0,0,,0,Thursday,27.5,0.0,2.00,5,0,20.00,0.20,0.97,0,0,
2025-06-20,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,40,40,0,0,390,0,0,1.75,1.00,70.00,1,10,0,0,,0,Friday,23.5,0.0,2.00,5,0,20.00,0.20,0.97,0,0,
2025-06-21,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,30,30,0,0,390,0,30,1.93,1.00,57.90,0,0,0,0,,1,Saturday,25.3,0.0,2.00,5,0,20.00,0.20,0.97,0,0,
2025-06-22,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,34,34,0,0,416,0,60,1.93,1.00,65.62,0,0,0,0,,1,Sunday,24.5,0.0,2.07,5,0,20.00,0.20,0.97,0,0,
2025-06-23,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,40,40,0,0,376,0,0,1.54,1.00,61.60,1,20,0,0,,0,Monday,25.9,0.0,1.98,5,0,20.00,0.20,0.97,0,0,
2025-06-24,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,26,26,0,0,370,0,20,1.93,1.00,50.18,0,0,0,0,,0,Tuesday,25.7,0.0,2.04,5,0,20.00,0.20,0.97,0,0,
2025-06-25,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,30,30,0,0,340,0,0,1.94,1.00,58.20,0,0,0,0,,0,Wednesday,34.2,0.0,1.84,5,0,20.00,0.20,0.97,0,0,
2025-06-26,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,27,27,0,0,313,0,0,1.96,1.00,52.92,0,0,0,0,,0,Thursday,25.3,0.0,1.81,5,0,20.00,0.20,0.97,0,0,
2025-06-27,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,37,37,0,0,276,290,0,1.92,1.00,71.04,0,0,0,0,,0,Friday,28.3,0.0,1.88,5,1,20.00,0.20,0.97,0,0,
2025-06-28,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,33,33,0,0,243,40,0,1.93,1.00,63.69,0,0,0,0,,1,Saturday,31.4,0.0,1.97,5,2,20.00,0.20,0.97,0,0,
2025-06-29,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,32,32,0,0,211,30,0,1.94,1.00,62.08,0,0,0,0,,1,Sunday,29.1,0.0,1.89,5,2,20.00,0.20,0.97,0,0,
2025-06-30,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,24,24,0,0,187,30,0,1.92,1.00,46.08,0,0,0,0,,0,Monday,30.2,0.0,1.94,5,1,20.00,0.20,0.97,0,0,
2025-07-01,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,27,27,0,0,160,20,0,1.95,1.00,52.65,0,0,0,0,,0,Tuesday,26.2,0.0,1.90,5,2,20.00,0.20,0.97,0,0,
2025-07-02,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,25,25,0,0,135,30,0,1.93,1.00,48.25,0,0,0,0,,0,Wednesday,25.1,0.0,2.09,5,2,20.00,0.20,0.97,0,0,
2025-07-03,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,28,28,0,0,397,0,290,1.92,1.00,53.76,0,0,0,0,,0,Thursday,30.6,0.0,2.06,5,0,20.00,0.20,0.97,0,0,
2025-07-04,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,32,32,0,0,365,0,0,1.93,1.00,61.76,0,0,0,0,,0,Friday,27.6,1.1,1.91,5,0,20.00,0.20,0.97,0,0,
2025-07-05,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,36,36,0,0,369,0,40,1.94,1.00,69.84,0,0,1,0,,1,Saturday,27.9,0.0,2.07,5,0,20.00,0.20,0.97,0,0,
2025-07-06,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,29,29,0,0,400,0,60,1.94,1.00,56.26,0,0,0,0,,1,Sunday,25.5,0.0,2.00,5,0,20.00,0.20,0.97,0,0,
2025-07-07,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,21,21,0,0,379,0,0,1.94,1.00,40.74,0,0,0,0,,0,Monday,22.7,0.0,1.84,5,0,20.00,0.20,0.97,0,0,
2025-07-08,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,29,29,0,0,370,0,20,1.94,1.00,56.26,0,0,0,0,,0,Tuesday,27.9,0.0,1.95,5,0,20.00,0.20,0.97,0,0,
2025-07-09,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,27,27,0,0,373,0,30,1.92,1.00,51.84,0,0,0,0,,0,Wednesday,26.3,0.0,1.84,5,0,20.00,0.20,0.97,0,0,
2025-07-10,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,32,32,0,0,341,0,0,1.94,1.00,62.08,0,0,0,0,,0,Thursday,30.1,0.0,2.05,5,0,20.00,0.20,0.97,0,0,
2025-07-11,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,31,31,0,0,310,0,0,1.94,1.00,60.14,0,0,0,0,,0,Friday,28.2,7.2,1.99,5,0,20.00,0.20,0.97,0,0,
2025-07-12,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,39,39,0,0,271,280,0,1.95,1.00,76.05,0,0,0,0,,1,Saturday,31.4,8.3,1.81,5,0,20.00,0.20,0.97,0,0,
2025-07-13,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,43,43,0,0,228,70,0,1.96,1.00,84.28,0,0,0,1,Dan državnosti,1,Sunday,30.5,0.0,2.04,5,0,20.00,0.20,0.97,0,0,
2025-07-14,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,37,37,0,0,191,30,0,1.94,1.00,71.78,0,0,0,1,Dan državnosti,0,Monday,32.4,0.0,1.92,5,0,20.00,0.20,0.97,0,0,
2025-07-15,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,27,27,0,0,164,30,0,1.94,1.00,52.38,0,0,0,0,,0,Tuesday,31.5,13.3,1.96,5,0,20.00,0.20,0.97,0,0,
2025-07-16,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,28,28,0,0,136,30,0,1.93,1.00,54.04,0,0,0,0,,0,Wednesday,31.5,0.0,1.90,5,2,20.00,0.20,0.97,0,0,
2025-07-17,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,29,29,0,0,387,0,280,1.94,1.00,56.26,0,0,0,0,,0,Thursday,29.2,0.0,1.83,5,0,20.00,0.20,0.97,0,0,
2025-07-18,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,30,30,0,0,427,0,70,1.95,1.00,58.50,0,0,0,0,,0,Friday,30.0,0.0,1.99,5,0,20.00,0.20,0.97,0,0,
2025-07-19,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,34,34,0,0,423,0,30,1.96,1.00,66.64,0,0,0,0,,1,Saturday,31.2,0.0,2.09,5,0,20.00,0.20,0.97,0,0,
2025-07-20,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,33,33,0,0,420,0,30,1.93,1.00,63.69,0,0,0,0,,1,Sunday,24.5,2.4,2.09,5,0,20.00,0.20,0.97,0,0,
2025-07-21,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,29,29,0,0,391,0,0,1.91,1.00,55.39,0,0,0,0,,0,Monday,28.9,0.0,1.88,5,0,20.00,0.20,0.97,0,0,
2025-07-22,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,29,29,0,0,362,0,0,1.92,1.00,55.68,0,0,0,0,,0,Tuesday,26.4,0.0,1.95,5,0,20.00,0.20,0.97,0,0,
2025-07-23,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,30,30,0,0,362,0,30,1.92,1.00,57.60,0,0,0,0,,0,Wednesday,29.8,0.0,2.05,5,0,20.00,0.20,0.97,0,0,
2025-07-24,STORE01,Podgorica,SKU105,Čokolada 100g,Slatkiši,26,26,0,0,336,0,0,1.96,1.00,50.96,0,0,0,0,,0,Thursday,26.0,0.0,1.94,5,0,20.00,0.20,0.97,0,0,
