Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
262,4,2014-05-08,20984,3493,1,1,0,0
262,5,2014-05-09,24389,4119,1,1,0,0
262,6,2014-05-10,22067,4068,1,0,0,0
262,7,2014-05-11,32347,5034,1,0,0,0
262,1,2014-05-12,20323,3531,1,0,0,0
262,2,2014-05-13,17729,3085,1,0,0,0
262,3,2014-05-14,16875,2968,1,0,0,0
262,4,2014-05-15,17479,3141,1,0,0,0
262,5,2014-05-16,18832,3496,1,0,0,0
262,6,2014-05-17,17203,3310,1,0,0,0
262,7,2014-05-18,29485,4639,1,0,0,0
262,1,2014-05-19,21386,3318,1,1,0,0
262,2,2014-05-20,19351,3254,1,1,0,0
262,3,2014-05-21,18857,3413,1,1,0,0
262,4,2014-05-22,18899,3379,1,1,0,0
262,5,2014-05-23,22000,3888,1,1,0,0
262,6,2014-05-24,17103,3354,1,0,0,0
262,7,2014-05-25,28967,4702,1,0,0,0
262,1,2014-05-26,17729,3151,1,0,0,0
262,2,2014-05-27,18466,3019,1,0,0,0
262,3,2014-05-28,21626,3613,1,0,0,0
262,4,2014-05-29,37403,5297,1,0,a,0
262,5,2014-05-30,22340,3774,1,0,0,1
262,6,2014-05-31,19896,3475,1,0,0,0
262,7,2014-06-01,33800,4754,1,0,0,0
262,1,2014-06-02,23636,3606,1,1,0,0
262,2,2014-06-03,20827,3315,1,1,0,0
262,3,2014-06-04,20641,3423,1,1,0,0
262,4,2014-06-05,21536,3499,1,1,0,0
262,5,2014-06-06,23132,3933,1,1,0,0
262,6,2014-06-07,20084,3874,1,0,0,0
262,7,2014-06-08,32605,5014,1,0,0,0
262,1,2014-06-09,34692,5387,1,0,a,0
262,2,2014-06-10,19585,3586,1,0,0,0
262,3,2014-06-11,18495,3161,1,0,0,0
262,4,2014-06-12,17218,3067,1,0,0,0
262,5,2014-06-13,19940,3472,1,0,0,0
262,6,2014-06-14,17441,3125,1,0,0,0
262,7,2014-06-15,27954,4434,1,0,0,0
262,1,2014-06-16,20558,3234,1,1,0,0
262,2,2014-06-17,19567,3226,1,1,0,0
262,3,2014-06-18,19379,3128,1,1,0,0
262,4,2014-06-19,19960,3342,1,1,0,0
262,5,2014-06-20,21053,3659,1,1,0,0
262,6,2014-06-21,16235,2992,1,0,0,0
262,7,2014-06-22,28880,4394,1,0,0,0
262,1,2014-06-23,16750,3048,1,0,0,0
262,2,2014-06-24,16094,2869,1,0,0,0
262,3,2014-06-25,16715,2951,1,0,0,0
262,4,2014-06-26,16815,3007,1,0,0,0
262,5,2014-06-27,21040,3677,1,0,0,0
262,6,2014-06-28,17724,3394,1,0,0,0
262,7,2014-06-29,30026,4551,1,0,0,0
262,1,2014-06-30,23626,3570,1,1,0,0
262,2,2014-07-01,20417,3155,1,1,0,0
262,3,2014-07-02,21443,3248,1,1,0,0
262,4,2014-07-03,20091,3292,1,1,0,0
262,5,2014-07-04,19423,3712,1,1,0,0
262,6,2014-07-05,16993,3358,1,0,0,0
262,7,2014-07-06,24931,4232,1,0,0,0
262,1,2014-07-07,17992,3235,1,0,0,0
262,2,2014-07-08,18950,3311,1,0,0,0
262,3,2014-07-09,16064,3075,1,0,0,0
262,4,2014-07-10,18484,3380,1,0,0,1
262,5,2014-07-11,18930,3525,1,0,0,1
262,6,2014-07-12,18198,3266,1,0,0,0
262,7,2014-07-13,29151,4600,1,0,0,0
262,1,2014-07-14,19150,3161,1,1,0,1
262,2,2014-07-15,18869,3120,1,1,0,1
262,3,2014-07-16,19232,3113,1,1,0,1
262,4,2014-07-17,19423,3200,1,1,0,1
262,5,2014-07-18,20490,3698,1,1,0,1
262,6,2014-07-19,17676,3465,1,0,0,0
262,7,2014-07-20,28213,4914,1,0,0,0
262,1,2014-07-21,17703,3332,1,0,0,1
262,2,2014-07-22,16126,2971,1,0,0,1
262,3,2014-07-23,15432,2911,1,0,0,1
262,4,2014-07-24,16610,3008,1,0,0,1
262,5,2014-07-25,16918,3112,1,0,0,1
262,6,2014-07-26,16226,3148,1,0,0,0
262,7,2014-07-27,27926,4815,1,0,0,0
262,1,2014-07-28,21022,3499,1,1,0,1
262,2,2014-07-29,19386,3326,1,1,0,1
262,3,2014-07-30,18634,3011,1,1,0,1
262,4,2014-07-31,20447,3308,1,1,0,1
262,5,2014-08-01,22336,3786,1,1,0,1
262,6,2014-08-02,19920,4210,1,0,0,0
262,7,2014-08-03,30097,4920,1,0,0,0
262,1,2014-08-04,20103,3449,1,1,0,1
262,2,2014-08-05,19051,3236,1,1,0,1
262,3,2014-08-06,18572,3306,1,1,0,1
262,4,2014-08-07,18946,3288,1,1,0,1
262,5,2014-08-08,20464,3545,1,1,0,1
262,6,2014-08-09,16361,3102,1,0,0,0
262,7,2014-08-10,28108,4517,1,0,0,0
262,1,2014-08-11,17464,3133,1,0,0,1
262,2,2014-08-12,17093,3069,1,0,0,1
262,3,2014-08-13,16041,3043,1,0,0,1
262,4,2014-08-14,17167,3086,1,0,0,1
262,5,2014-08-15,18022,3401,1,0,0,1
262,6,2014-08-16,16867,3269,1,0,0,0
262,7,2014-08-17,30502,4687,1,0,0,0
262,1,2014-08-18,21267,3501,1,1,0,1
262,2,2014-08-19,20582,3375,1,1,0,1
262,3,2014-08-20,19986,3379,1,1,0,1
262,4,2014-08-21,19087,3263,1,1,0,0
262,5,2014-08-22,20505,3640,1,1,0,0
262,6,2014-08-23,16497,3145,1,0,0,0
262,7,2014-08-24,30011,4650,1,0,0,0
262,1,2014-08-25,18466,3183,1,0,0,0
262,2,2014-08-26,17235,3027,1,0,0,0
262,3,2014-08-27,15873,2861,1,0,0,0
262,4,2014-08-28,16427,3102,1,0,0,0
262,5,2014-08-29,20837,3675,1,0,0,0
262,6,2014-08-30,18265,3526,1,0,0,0
262,7,2014-08-31,33913,4821,1,0,0,0
262,1,2014-09-01,21987,3419,1,1,0,0
262,2,2014-09-02,20678,3219,1,1,0,0
262,3,2014-09-03,20249,3239,1,1,0,0
262,4,2014-09-04,19420,3288,1,1,0,0
262,5,2014-09-05,19900,3629,1,1,0,0
262,6,2014-09-06,17236,3343,1,0,0,0
262,7,2014-09-07,29599,4496,1,0,0,0
262,1,2014-09-08,17374,3047,1,0,0,0
262,2,2014-09-09,16566,2993,1,0,0,0
262,3,2014-09-10,16752,2843,1,0,0,0
262,4,2014-09-11,15608,2732,1,0,0,0
262,5,2014-09-12,18228,3188,1,0,0,0
262,6,2014-09-13,16094,2945,1,0,0,0
262,7,2014-09-14,27782,4376,1,0,0,0
262,1,2014-09-15,18869,3096,1,1,0,0
262,2,2014-09-16,17300,2916,1,1,0,0
262,3,2014-09-17,16879,2964,1,1,0,0
262,4,2014-09-18,16660,2857,1,1,0,0
262,5,2014-09-19,19004,3388,1,1,0,0
262,6,2014-09-20,14809,3101,1,0,0,0
262,7,2014-09-21,29777,4477,1,0,0,0
262,1,2014-09-22,17723,3000,1,0,0,0
262,2,2014-09-23,15296,2694,1,0,0,0
262,3,2014-09-24,15992,2850,1,0,0,0
262,4,2014-09-25,15393,2729,1,0,0,0
262,5,2014-09-26,18574,3238,1,0,0,0
262,6,2014-09-27,15865,2893,1,0,0,0
262,7,2014-09-28,21416,3670,1,0,0,0
262,1,2014-09-29,19018,3065,1,1,0,0
262,2,2014-09-30,20874,3169,1,1,0,0
262,3,2014-10-01,21526,3161,1,1,0,0
262,4,2014-10-02,23907,3788,1,1,0,0
262,5,2014-10-03,35702,5494,1,1,a,0
262,6,2014-10-04,19274,3454,1,0,0,0
262,7,2014-10-05,30280,4477,1,0,0,0
262,1,2014-10-06,19610,3253,1,1,0,0
262,2,2014-10-07,19863,3241,1,1,0,0
262,3,2014-10-08,18526,3023,1,1,0,0
262,4,2014-10-09,17986,2980,1,1,0,0
262,5,2014-10-10,20638,3381,1,1,0,0
262,6,2014-10-11,15927,2960,1,0,0,0
262,7,2014-10-12,29434,4331,1,0,0,0
262,1,2014-10-13,17829,2973,1,0,0,1
262,2,2014-10-14,16372,2810,1,0,0,1
262,3,2014-10-15,13431,2255,1,0,0,1
262,4,2014-10-16,17037,2891,1,0,0,1
262,5,2014-10-17,16801,3081,1,0,0,1
262,6,2014-10-18,13210,2320,1,0,0,0
262,7,2014-10-19,24246,3832,1,0,0,0
262,1,2014-10-20,18912,3080,1,1,0,1
262,2,2014-10-21,17329,2912,1,1,0,1
262,3,2014-10-22,18182,2850,1,1,0,1
262,4,2014-10-23,17514,2978,1,1,0,1
262,5,2014-10-24,18357,3153,1,1,0,1
262,6,2014-10-25,15651,2834,1,0,0,0
262,7,2014-10-26,28614,4472,1,0,0,0
262,1,2014-10-27,16559,2931,1,0,0,0
262,2,2014-10-28,16092,2808,1,0,0,0
262,3,2014-10-29,18268,2985,1,0,0,0
262,4,2014-10-30,17539,2972,1,0,0,0
262,5,2014-10-31,19491,3418,1,0,0,0
262,6,2014-11-01,15962,3011,1,0,0,0
262,7,2014-11-02,22090,3745,1,0,0,0
262,1,2014-11-03,21364,3200,1,1,0,0
262,2,2014-11-04,20062,3043,1,1,0,0
262,3,2014-11-05,19415,3018,1,1,0,0
262,4,2014-11-06,16361,2603,1,1,0,0
262,5,2014-11-07,18840,2976,1,1,0,0
262,6,2014-11-08,15203,2522,1,0,0,0
262,7,2014-11-09,27753,3950,1,0,0,0
262,1,2014-11-10,18491,2913,1,1,0,0
262,2,2014-11-11,20055,3018,1,1,0,0
262,3,2014-11-12,18536,2841,1,1,0,0
262,4,2014-11-13,18564,2914,1,1,0,0
262,5,2014-11-14,20765,3477,1,1,0,0
262,6,2014-11-15,16901,3033,1,0,0,0
262,7,2014-11-16,28760,4253,1,0,0,0
262,1,2014-11-17,16966,2887,1,0,0,0
262,2,2014-11-18,17138,2721,1,0,0,0
262,3,2014-11-19,16488,2687,1,0,0,0
262,4,2014-11-20,15942,2763,1,0,0,0
262,5,2014-11-21,18217,3238,1,0,0,0
262,6,2014-11-22,18039,3166,1,0,0,0
262,7,2014-11-23,28544,4436,1,0,0,0
262,1,2014-11-24,20200,3032,1,1,0,0
262,2,2014-11-25,20361,3002,1,1,0,0
262,3,2014-11-26,19915,3021,1,1,0,0
262,4,2014-11-27,20900,3178,1,1,0,0
262,5,2014-11-28,26039,3873,1,1,0,0
262,6,2014-11-29,22892,3644,1,0,0,0
262,7,2014-11-30,36417,4816,1,0,0,0
262,1,2014-12-01,24412,3608,1,1,0,0
262,2,2014-12-02,22569,3295,1,1,0,0
262,3,2014-12-03,22305,3357,1,1,0,0
262,4,2014-12-04,22263,3422,1,1,0,0
262,5,2014-12-05,30428,4378,1,1,0,0
262,6,2014-12-06,21182,3672,1,0,0,0
262,7,2014-12-07,31984,4710,1,0,0,0
262,1,2014-12-08,19465,3137,1,0,0,0
262,2,2014-12-09,18186,2940,1,0,0,0
262,3,2014-12-10,18416,2999,1,0,0,0
262,4,2014-12-11,19006,2992,1,0,0,0
262,5,2014-12-12,20067,3438,1,0,0,0
262,6,2014-12-13,19904,3647,1,0,0,0
262,7,2014-12-14,32854,4628,1,0,0,0
262,1,2014-12-15,25921,3548,1,1,0,0
262,2,2014-12-16,22522,3222,1,1,0,0
262,3,2014-12-17,23615,3545,1,1,0,0
262,4,2014-12-18,24286,3573,1,1,0,0
262,5,2014-12-19,26390,4000,1,1,0,0
262,6,2014-12-20,21965,3794,1,0,0,0
262,7,2014-12-21,37122,4962,1,0,0,0
262,1,2014-12-22,27522,4102,1,0,0,1
262,2,2014-12-23,26646,3937,1,0,0,1
262,3,2014-12-24,18177,2391,1,0,0,1
262,4,2014-12-25,26756,3600,1,0,c,1
262,5,2014-12-26,32169,4468,1,0,c,1
262,6,2014-12-27,20005,3236,1,0,0,0
262,7,2014-12-28,30493,4271,1,0,0,0
262,1,2014-12-29,20254,3371,1,0,0,1
262,2,2014-12-30,21829,3510,1,0,0,1
262,3,2014-12-31,22902,3241,1,0,0,1
262,4,2015-01-01,20581,3166,1,0,a,1
262,5,2015-01-02,17216,2993,1,0,0,1
262,6,2015-01-03,16657,2823,1,0,0,0
262,7,2015-01-04,22058,3527,1,0,0,0
262,1,2015-01-05,19144,3166,1,1,0,1
262,2,2015-01-06,17713,2887,1,1,0,1
262,3,2015-01-07,16582,2640,1,1,0,0
262,4,2015-01-08,17544,2850,1,1,0,0
262,5,2015-01-09,18705,3153,1,1,0,0
262,6,2015-01-10,14057,2462,1,0,0,0
262,7,2015-01-11,24457,3601,1,0,0,0
262,1,2015-01-12,18992,2941,1,1,0,0
262,2,2015-01-13,18856,2955,1,1,0,0
262,3,2015-01-14,18911,2838,1,1,0,0
262,4,2015-01-15,19769,2866,1,1,0,0
262,5,2015-01-16,18929,3177,1,1,0,0
262,6,2015-01-17,15065,2759,1,0,0,0
262,7,2015-01-18,25818,3899,1,0,0,0
262,1,2015-01-19,16291,2730,1,0,0,0
262,2,2015-01-20,15559,2619,1,0,0,0
262,3,2015-01-21,14289,2497,1,0,0,0
262,4,2015-01-22,16267,2723,1,0,0,0
262,5,2015-01-23,17550,2975,1,0,0,0
262,6,2015-01-24,15728,2772,1,0,0,0
262,7,2015-01-25,26094,3849,1,0,0,0
262,1,2015-01-26,18328,2928,1,1,0,0
262,2,2015-01-27,18875,2962,1,1,0,0
262,3,2015-01-28,18425,2838,1,1,0,0
262,4,2015-01-29,19944,3065,1,1,0,0
262,5,2015-01-30,23982,3592,1,1,0,0
262,6,2015-01-31,18412,3061,1,0,0,0
262,7,2015-02-01,30525,4306,1,0,0,0
262,1,2015-02-02,21338,3396,1,1,0,0
262,2,2015-02-03,19825,3133,1,1,0,0
262,3,2015-02-04,19366,2993,1,1,0,0
262,4,2015-02-05,18583,3031,1,1,0,0
262,5,2015-02-06,21317,3393,1,1,0,0
262,6,2015-02-07,17356,3048,1,0,0,0
262,7,2015-02-08,29876,4228,1,0,0,0
262,1,2015-02-09,16713,2972,1,0,0,0
262,2,2015-02-10,15697,2674,1,0,0,0
262,3,2015-02-11,15338,2750,1,0,0,0
262,4,2015-02-12,16435,2764,1,0,0,0
262,5,2015-02-13,19294,3411,1,0,0,0
262,6,2015-02-14,17140,3082,1,0,0,0
262,7,2015-02-15,28798,4362,1,0,0,0
262,1,2015-02-16,20480,3054,1,1,0,0
262,2,2015-02-17,19075,2842,1,1,0,0
262,3,2015-02-18,18617,2875,1,1,0,0
262,4,2015-02-19,18784,2894,1,1,0,0
262,5,2015-02-20,21267,3450,1,1,0,0
262,6,2015-02-21,16591,2933,1,0,0,0
262,7,2015-02-22,27090,4260,1,0,0,0
262,1,2015-02-23,16364,2830,1,0,0,0
262,2,2015-02-24,16061,2737,1,0,0,0
262,3,2015-02-25,15198,2708,1,0,0,0
262,4,2015-02-26,17124,2705,1,0,0,0
262,5,2015-02-27,21481,3497,1,0,0,0
262,6,2015-02-28,18971,3158,1,0,0,0
262,7,2015-03-01,30629,4512,1,0,0,0
262,1,2015-03-02,23082,3320,1,1,0,1
262,2,2015-03-03,19842,2927,1,1,0,1
262,3,2015-03-04,19625,3012,1,1,0,1
262,4,2015-03-05,19875,2980,1,1,0,1
262,5,2015-03-06,21371,3461,1,1,0,1
262,6,2015-03-07,16052,3054,1,0,0,0
262,7,2015-03-08,28230,4668,1,0,0,0
262,1,2015-03-09,17233,2876,1,0,0,1
262,2,2015-03-10,14652,2553,1,0,0,1
262,3,2015-03-11,15289,2587,1,0,0,1
262,4,2015-03-12,15685,2674,1,0,0,1
262,5,2015-03-13,18566,3114,1,0,0,1
262,6,2015-03-14,17133,2941,1,0,0,0
262,7,2015-03-15,28339,4282,1,0,0,0
262,1,2015-03-16,19841,3177,1,1,0,0
262,2,2015-03-17,19416,2979,1,1,0,0
262,3,2015-03-18,18473,2984,1,1,0,0
262,4,2015-03-19,17551,2986,1,1,0,0
262,5,2015-03-20,19779,3322,1,1,0,0
262,6,2015-03-21,16498,2884,1,0,0,0
262,7,2015-03-22,27301,4120,1,0,0,0
262,1,2015-03-23,15888,2841,1,0,0,0
262,2,2015-03-24,14951,2657,1,0,0,0
262,3,2015-03-25,15086,2674,1,0,0,0
262,4,2015-03-26,17519,2794,1,0,0,0
262,5,2015-03-27,19148,3366,1,0,0,0
262,6,2015-03-28,16179,2973,1,0,0,0
262,7,2015-03-29,21140,3493,1,0,0,0
262,1,2015-03-30,23922,3385,1,1,0,0
262,2,2015-03-31,26517,3627,1,1,0,0
262,3,2015-04-01,26738,3596,1,1,0,0
262,4,2015-04-02,30012,4277,1,1,0,0
262,5,2015-04-03,38722,5132,1,1,b,0
262,6,2015-04-04,21933,3458,1,0,0,0
262,7,2015-04-05,28086,4207,1,0,0,0
262,1,2015-04-06,33655,5152,1,0,b,0
262,2,2015-04-07,18938,3375,1,0,0,0
262,3,2015-04-08,19130,3144,1,0,0,0
262,4,2015-04-09,16999,3064,1,0,0,0
262,5,2015-04-10,18324,3281,1,0,0,0
262,6,2015-04-11,16903,3256,1,0,0,0
262,7,2015-04-12,29650,4553,1,0,0,0
262,1,2015-04-13,21650,3228,1,1,0,0
262,2,2015-04-14,19453,2932,1,1,0,0
262,3,2015-04-15,18241,2948,1,1,0,0
262,4,2015-04-16,20430,3092,1,1,0,0
262,5,2015-04-17,23687,3544,1,1,0,0
262,6,2015-04-18,18179,3134,1,0,0,0
262,7,2015-04-19,27077,4248,1,0,0,0
262,1,2015-04-20,16978,2922,1,0,0,0
262,2,2015-04-21,15959,2771,1,0,0,0
262,3,2015-04-22,13738,2507,1,0,0,0
262,4,2015-04-23,18869,2585,1,0,0,0
262,5,2015-04-24,18978,3185,1,0,0,0
262,6,2015-04-25,17406,3206,1,0,0,0
262,7,2015-04-26,28853,4340,1,0,0,0
262,1,2015-04-27,21005,3217,1,1,0,0
262,2,2015-04-28,21331,3087,1,1,0,0
262,3,2015-04-29,19737,3024,1,1,0,0
262,4,2015-04-30,26849,4094,1,1,0,0
262,5,2015-05-01,38484,5458,1,1,a,0
262,6,2015-05-02,20514,3460,1,0,0,0
262,7,2015-05-03,29995,4533,1,0,0,0
262,1,2015-05-04,20832,3308,1,1,0,0
262,2,2015-05-05,18336,2874,1,1,0,0
262,3,2015-05-06,18698,2785,1,1,0,0
262,4,2015-05-07,19438,2982,1,1,0,0
262,5,2015-05-08,19618,3250,1,1,0,0
262,6,2015-05-09,19315,3424,1,0,0,0
262,7,2015-05-10,31527,4729,1,0,0,0
262,1,2015-05-11,18351,3054,1,0,0,1
262,2,2015-05-12,16489,2887,1,0,0,1
262,3,2015-05-13,21861,3450,1,0,0,1
262,4,2015-05-14,38367,5192,1,0,a,1
262,5,2015-05-15,20874,3280,1,0,0,1
262,6,2015-05-16,16189,2915,1,0,0,0
262,7,2015-05-17,29008,4397,1,0,0,0
262,1,2015-05-18,20564,3200,1,1,0,0
262,2,2015-05-19,19036,3114,1,1,0,0
262,3,2015-05-20,18333,2759,1,1,0,0
262,4,2015-05-21,18986,2819,1,1,0,0
262,5,2015-05-22,21944,3513,1,1,0,0
262,6,2015-05-23,18179,3164,1,0,0,0
262,7,2015-05-24,30978,4985,1,0,0,0
262,1,2015-05-25,35159,4989,1,0,a,0
262,2,2015-05-26,19155,3150,1,0,0,0
262,3,2015-05-27,17418,2857,1,0,0,0
262,4,2015-05-28,19820,3152,1,0,0,0
262,5,2015-05-29,21134,3509,1,0,0,0
262,6,2015-05-30,19638,3302,1,0,0,0
262,7,2015-05-31,32400,4668,1,0,0,0
262,1,2015-06-01,23204,3452,1,1,0,0
262,2,2015-06-02,21471,3214,1,1,0,0
262,3,2015-06-03,20177,3139,1,1,0,0
262,4,2015-06-04,20549,3334,1,1,0,0
262,5,2015-06-05,24150,4077,1,1,0,0
262,6,2015-06-06,17016,3252,1,0,0,0
262,7,2015-06-07,29879,4531,1,0,0,0
262,1,2015-06-08,18662,3075,1,0,0,0
262,2,2015-06-09,17643,2973,1,0,0,0
262,3,2015-06-10,16085,2823,1,0,0,0
262,4,2015-06-11,17026,2984,1,0,0,0
262,5,2015-06-12,18592,3553,1,0,0,0
262,6,2015-06-13,18043,3224,1,0,0,0
262,7,2015-06-14,29937,4448,1,0,0,0
262,1,2015-06-15,21022,3227,1,1,0,0
262,2,2015-06-16,19982,2941,1,1,0,0
262,3,2015-06-17,19639,3057,1,1,0,0
262,4,2015-06-18,19724,3202,1,1,0,0
262,5,2015-06-19,20772,3471,1,1,0,0
262,6,2015-06-20,16392,3033,1,0,0,0
262,7,2015-06-21,28187,4335,1,0,0,0
262,1,2015-06-22,18027,3142,1,0,0,0
262,2,2015-06-23,15797,2780,1,0,0,0
262,3,2015-06-24,16249,2780,1,0,0,0
262,4,2015-06-25,15896,2874,1,0,0,0
262,5,2015-06-26,17936,3275,1,0,0,0
262,6,2015-06-27,17864,3084,1,0,0,0
262,7,2015-06-28,28817,4450,1,0,0,0
262,1,2015-06-29,20112,3219,1,1,0,0
262,2,2015-06-30,21554,3319,1,1,0,0
262,3,2015-07-01,21418,3439,1,1,0,0
262,4,2015-07-02,21564,3632,1,1,0,0
262,5,2015-07-03,23253,4051,1,1,0,0
262,6,2015-07-04,17090,3343,1,0,0,0
262,7,2015-07-05,30255,4762,1,0,0,0
262,1,2015-07-06,19894,3290,1,0,0,0
262,2,2015-07-07,17208,3080,1,0,0,0
262,3,2015-07-08,19142,3145,1,0,0,0
262,4,2015-07-09,18631,3114,1,0,0,0
262,5,2015-07-10,20519,3374,1,0,0,0
262,6,2015-07-11,17885,3371,1,0,0,0
262,7,2015-07-12,32271,4623,1,0,0,0
262,1,2015-07-13,22257,3279,1,1,0,0
262,2,2015-07-14,21455,3299,1,1,0,0
262,3,2015-07-15,20977,3150,1,1,0,0
262,4,2015-07-16,21595,3322,1,1,0,1
262,5,2015-07-17,22986,3671,1,1,0,1
262,6,2015-07-18,19042,3188,1,0,0,0
262,7,2015-07-19,31665,4691,1,0,0,0
262,1,2015-07-20,19169,3062,1,0,0,1
262,2,2015-07-21,17836,3024,1,0,0,1
262,3,2015-07-22,17663,2853,1,0,0,1
262,4,2015-07-23,17513,2895,1,0,0,1
262,5,2015-07-24,18985,3273,1,0,0,1
262,6,2015-07-25,17118,2985,1,0,0,0
262,7,2015-07-26,32547,4783,1,0,0,0
262,1,2015-07-27,22185,3150,1,1,0,1
262,2,2015-07-28,22442,3143,1,1,0,1
262,3,2015-07-29,21041,3123,1,1,0,1
262,4,2015-07-30,22253,3132,1,1,0,1
262,5,2015-07-31,25774,3669,1,1,0,1
320,2,2013-01-01,0,0,0,0,a,1
320,3,2013-01-02,14984,2072,1,0,0,1
320,4,2013-01-03,13761,2058,1,0,0,1
320,5,2013-01-04,11653,1738,1,0,0,1
320,6,2013-01-05,12005,1799,1,0,0,0
320,7,2013-01-06,0,0,0,0,0,0
320,1,2013-01-07,20456,2563,1,1,0,0
320,2,2013-01-08,17321,2257,1,1,0,0
320,3,2013-01-09,13538,1861,1,1,0,0
320,4,2013-01-10,15397,2156,1,1,0,0
320,5,2013-01-11,13848,1971,1,1,0,0
320,6,2013-01-12,12141,1812,1,0,0,0
320,7,2013-01-13,0,0,0,0,0,0
320,1,2013-01-14,12068,1901,1,0,0,0
320,2,2013-01-15,11147,1798,1,0,0,0
320,3,2013-01-16,10998,1729,1,0,0,0
320,4,2013-01-17,11595,1879,1,0,0,0
320,5,2013-01-18,11223,1764,1,0,0,0
320,6,2013-01-19,11759,1713,1,0,0,0
320,7,2013-01-20,0,0,0,0,0,0
320,1,2013-01-21,19610,2443,1,1,0,0
320,2,2013-01-22,16120,2166,1,1,0,0
320,3,2013-01-23,12806,1863,1,1,0,0
320,4,2013-01-24,13676,2024,1,1,0,0
320,5,2013-01-25,13605,1970,1,1,0,0
320,6,2013-01-26,10519,1585,1,0,0,0
320,7,2013-01-27,0,0,0,0,0,0
320,1,2013-01-28,11502,1897,1,0,0,0
320,2,2013-01-29,11546,1839,1,0,0,0
320,3,2013-01-30,10945,1647,1,0,0,0
320,4,2013-01-31,15147,2087,1,0,0,0
320,5,2013-02-01,14297,2168,1,0,0,0
320,6,2013-02-02,14919,2146,1,0,0,0
320,7,2013-02-03,0,0,0,0,0,0
320,1,2013-02-04,19209,2485,1,1,0,0
320,2,2013-02-05,16287,2210,1,1,0,0
320,3,2013-02-06,14789,2083,1,1,0,0
320,4,2013-02-07,14434,2142,1,1,0,0
320,5,2013-02-08,13923,1995,1,1,0,0
320,6,2013-02-09,12184,1854,1,0,0,0
320,7,2013-02-10,0,0,0,0,0,0
320,1,2013-02-11,12630,2058,1,0,0,0
320,2,2013-02-12,11377,1743,1,0,0,0
320,3,2013-02-13,11862,1819,1,0,0,0
320,4,2013-02-14,13140,2014,1,0,0,0
320,5,2013-02-15,11650,1831,1,0,0,0
320,6,2013-02-16,11376,1732,1,0,0,0
320,7,2013-02-17,0,0,0,0,0,0
320,1,2013-02-18,19169,2481,1,1,0,0
320,2,2013-02-19,16094,2133,1,1,0,0
320,3,2013-02-20,13651,1863,1,1,0,0
320,4,2013-02-21,14202,1992,1,1,0,0
320,5,2013-02-22,13331,1950,1,1,0,0
320,6,2013-02-23,10063,1590,1,0,0,0
320,7,2013-02-24,0,0,0,0,0,0
320,1,2013-02-25,11634,1909,1,0,0,0
320,2,2013-02-26,11209,1729,1,0,0,0
320,3,2013-02-27,11576,1803,1,0,0,0
320,4,2013-02-28,14878,2102,1,0,0,0
320,5,2013-03-01,14883,2103,1,0,0,0
320,6,2013-03-02,12519,1845,1,0,0,0
320,7,2013-03-03,0,0,0,0,0,0
320,1,2013-03-04,19291,2469,1,1,0,0
320,2,2013-03-05,16723,2265,1,1,0,0
320,3,2013-03-06,14652,2091,1,1,0,0
320,4,2013-03-07,15026,2135,1,1,0,0
320,5,2013-03-08,14030,1980,1,1,0,0
320,6,2013-03-09,10873,1687,1,0,0,0
320,7,2013-03-10,0,0,0,0,0,0
320,1,2013-03-11,8051,1219,1,0,0,0
320,2,2013-03-12,12092,1861,1,0,0,0
320,3,2013-03-13,11089,1724,1,0,0,0
320,4,2013-03-14,13336,1960,1,0,0,0
320,5,2013-03-15,13377,1964,1,0,0,0
320,6,2013-03-16,13003,1794,1,0,0,0
320,7,2013-03-17,0,0,0,0,0,0
320,1,2013-03-18,17614,2131,1,1,0,0
320,2,2013-03-19,16535,2094,1,1,0,0
320,3,2013-03-20,15277,2036,1,1,0,0
320,4,2013-03-21,16337,2199,1,1,0,0
320,5,2013-03-22,15006,2032,1,1,0,0
320,6,2013-03-23,12760,1846,1,0,0,0
320,7,2013-03-24,0,0,0,0,0,0
320,1,2013-03-25,21824,2586,1,1,0,1
320,2,2013-03-26,18180,2375,1,1,0,1
320,3,2013-03-27,18567,2434,1,1,0,1
320,4,2013-03-28,21686,2757,1,1,0,1
320,5,2013-03-29,0,0,0,1,b,1
320,6,2013-03-30,20036,2620,1,0,0,0
320,7,2013-03-31,0,0,0,0,0,0
320,1,2013-04-01,0,0,0,0,b,1
320,2,2013-04-02,16074,2340,1,0,0,1
320,3,2013-04-03,13155,2056,1,0,0,1
320,4,2013-04-04,14418,2079,1,0,0,1
320,5,2013-04-05,12201,1858,1,0,0,1
320,6,2013-04-06,12572,1872,1,0,0,0
320,7,2013-04-07,0,0,0,0,0,0
320,1,2013-04-08,20401,2653,1,1,0,1
320,2,2013-04-09,16851,2239,1,1,0,1
320,3,2013-04-10,13458,1892,1,1,0,0
320,4,2013-04-11,13775,2034,1,1,0,0
320,5,2013-04-12,14274,2091,1,1,0,0
320,6,2013-04-13,11447,1713,1,0,0,0
320,7,2013-04-14,0,0,0,0,0,0
320,1,2013-04-15,11650,1908,1,0,0,0
320,2,2013-04-16,12080,1929,1,0,0,0
320,3,2013-04-17,11188,1848,1,0,0,0
320,4,2013-04-18,11881,1915,1,0,0,0
320,5,2013-04-19,11724,1847,1,0,0,0
